ubigeo_departamento,ubigeo_provincia,ubigeo_distrito,departamento,provincia,distrito,pct_actas,actas_contabilizadas,total_actas,votos_emitidos,votos_validos,votos_blancos,votos_nulos,partido_keiko,candidato_keiko,votos_keiko,pct_keiko,partido_roberto,candidato_roberto,votos_roberto,pct_roberto,ganador,margen
010000,010200,010202,AMAZONAS,BAGUA,ARAMANGO,100,34,34,5599,5247,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1841,35.087,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,3406,64.913,Roberto Sanchez,29.8260
010000,010200,010205,AMAZONAS,BAGUA,BAGUA,100,72,72,15176,14063,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,5816,41.357,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,8247,58.643,Roberto Sanchez,17.2860
010000,010200,010203,AMAZONAS,BAGUA,COPALLIN,100,16,16,3198,2973,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,957,32.19,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2016,67.81,Roberto Sanchez,35.6200
010000,010200,010204,AMAZONAS,BAGUA,EL PARCO,100,6,6,1163,1091,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,285,26.123,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,806,73.877,Roberto Sanchez,47.7540
010000,010200,010206,AMAZONAS,BAGUA,IMAZA,100,97,97,10804,10413,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,860,8.259,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,9553,91.741,Roberto Sanchez,83.4820
010000,010200,010201,AMAZONAS,BAGUA,LA PECA,100,25,25,4296,4020,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1545,38.433,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2475,61.567,Roberto Sanchez,23.1340
010000,010300,010304,AMAZONAS,BONGARÁ,CHISQUILLA,100,2,2,281,267,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,110,41.199,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,157,58.801,Roberto Sanchez,17.6020
010000,010300,010305,AMAZONAS,BONGARÁ,CHURUJA,100,2,2,233,223,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,130,58.296,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,93,41.704,Keiko Fujimori,16.5920
010000,010300,010302,AMAZONAS,BONGARÁ,COROSHA,100,3,3,476,429,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,118,27.506,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,311,72.494,Roberto Sanchez,44.9880
010000,010300,010303,AMAZONAS,BONGARÁ,CUISPES,100,3,3,582,547,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,179,32.724,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,368,67.276,Roberto Sanchez,34.5520
010000,010300,010306,AMAZONAS,BONGARÁ,FLORIDA,100,17,17,3452,3153,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1332,42.245,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1821,57.755,Roberto Sanchez,15.5100
010000,010300,010312,AMAZONAS,BONGARÁ,JAZAN,100,21,21,3712,3452,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1741,50.435,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1711,49.565,Keiko Fujimori,0.8700
010000,010300,010301,AMAZONAS,BONGARÁ,JUMBILLA,100,3,3,513,459,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,168,36.601,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,291,63.399,Roberto Sanchez,26.7980
010000,010300,010307,AMAZONAS,BONGARÁ,RECTA,100,2,2,231,223,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,64,28.7,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,159,71.3,Roberto Sanchez,42.6000
010000,010300,010308,AMAZONAS,BONGARÁ,SAN CARLOS,100,3,3,422,395,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,161,40.759,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,234,59.241,Roberto Sanchez,18.4820
010000,010300,010309,AMAZONAS,BONGARÁ,SHIPASBAMBA,100,6,6,1032,974,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,366,37.577,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,608,62.423,Roberto Sanchez,24.8460
010000,010300,010310,AMAZONAS,BONGARÁ,VALERA,100,4,4,760,694,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,406,58.501,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,288,41.499,Keiko Fujimori,17.0020
010000,010300,010311,AMAZONAS,BONGARÁ,YAMBRASBAMBA,100,18,18,3260,3038,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1225,40.323,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1813,59.677,Roberto Sanchez,19.3540
010000,010100,010102,AMAZONAS,CHACHAPOYAS,ASUNCIÓN,100,2,2,182,172,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,56,32.558,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,116,67.442,Roberto Sanchez,34.8840
010000,010100,010103,AMAZONAS,CHACHAPOYAS,BALSAS,100,5,5,732,683,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,279,40.849,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,404,59.151,Roberto Sanchez,18.3020
010000,010100,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,100,76,76,16361,14933,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,7395,49.521,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,7538,50.479,Roberto Sanchez,0.9580
010000,010100,010104,AMAZONAS,CHACHAPOYAS,CHETO,100,3,3,470,423,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,170,40.189,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,253,59.811,Roberto Sanchez,19.6220
010000,010100,010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,100,4,4,506,465,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,270,58.065,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,195,41.935,Keiko Fujimori,16.1300
010000,010100,010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,100,7,7,702,646,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,324,50.155,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,322,49.845,Keiko Fujimori,0.3100
010000,010100,010107,AMAZONAS,CHACHAPOYAS,GRANADA,100,2,2,373,356,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,111,31.18,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,245,68.82,Roberto Sanchez,37.6400
010000,010100,010108,AMAZONAS,CHACHAPOYAS,HUANCAS,100,3,3,647,596,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,327,54.866,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,269,45.134,Keiko Fujimori,9.7320
010000,010100,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,100,17,17,3060,2859,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,513,17.943,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2346,82.057,Roberto Sanchez,64.1140
010000,010100,010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,100,10,10,1801,1660,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,769,46.325,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,891,53.675,Roberto Sanchez,7.3500
010000,010100,010111,AMAZONAS,CHACHAPOYAS,LEVANTO,100,4,4,831,791,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,416,52.592,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,375,47.408,Keiko Fujimori,5.1840
010000,010100,010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,100,3,3,589,549,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,224,40.801,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,325,59.199,Roberto Sanchez,18.3980
010000,010100,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,100,4,4,581,543,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,269,49.54,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,274,50.46,Roberto Sanchez,0.9200
010000,010100,010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,100,8,8,1536,1430,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,659,46.084,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,771,53.916,Roberto Sanchez,7.8320
010000,010100,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,100,3,3,464,434,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,156,35.945,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,278,64.055,Roberto Sanchez,28.1100
010000,010100,010116,AMAZONAS,CHACHAPOYAS,OLLEROS,100,2,2,290,275,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,87,31.636,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,188,68.364,Roberto Sanchez,36.7280
010000,010100,010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,100,4,4,534,504,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,151,29.96,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,353,70.04,Roberto Sanchez,40.0800
010000,010100,010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,100,2,2,291,272,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,121,44.485,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,151,55.515,Roberto Sanchez,11.0300
010000,010100,010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,100,3,3,526,503,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,242,48.111,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,261,51.889,Roberto Sanchez,3.7780
010000,010100,010120,AMAZONAS,CHACHAPOYAS,SOLOCO,100,6,6,1036,944,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,390,41.314,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,554,58.686,Roberto Sanchez,17.3720
010000,010100,010121,AMAZONAS,CHACHAPOYAS,SONCHE,100,2,2,283,267,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,127,47.566,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,140,52.434,Roberto Sanchez,4.8680
010000,010600,010603,AMAZONAS,CONDORCANQUI,EL CENEPA,100,41,41,4804,4668,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,116,2.485,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,4552,97.515,Roberto Sanchez,95.0300
010000,010600,010601,AMAZONAS,CONDORCANQUI,NIEVA,100,86,86,9089,8716,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1089,12.494,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,7627,87.506,Roberto Sanchez,75.0120
010000,010600,010602,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,100,47,47,4236,4124,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,253,6.135,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,3871,93.865,Roberto Sanchez,87.7300
010000,010400,010402,AMAZONAS,LUYA,CAMPORREDONDO,100,20,20,3685,3382,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1109,32.791,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2273,67.209,Roberto Sanchez,34.4180
010000,010400,010403,AMAZONAS,LUYA,COCABAMBA,100,7,7,562,520,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,148,28.462,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,372,71.538,Roberto Sanchez,43.0760
010000,010400,010404,AMAZONAS,LUYA,COLCAMAR,100,7,7,1277,1164,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,578,49.656,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,586,50.344,Roberto Sanchez,0.6880
010000,010400,010405,AMAZONAS,LUYA,CONILA,100,6,6,1132,1050,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,389,37.048,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,661,62.952,Roberto Sanchez,25.9040
010000,010400,010406,AMAZONAS,LUYA,INGUILPATA,100,3,3,397,376,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,211,56.117,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,165,43.883,Keiko Fujimori,12.2340
010000,010400,010401,AMAZONAS,LUYA,LAMUD,100,7,7,1220,1108,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,491,44.314,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,617,55.686,Roberto Sanchez,11.3720
010000,010400,010407,AMAZONAS,LUYA,LONGUITA,100,4,4,595,568,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,386,67.958,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,182,32.042,Keiko Fujimori,35.9160
010000,010400,010408,AMAZONAS,LUYA,LONYA CHICO,100,3,3,502,457,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,204,44.639,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,253,55.361,Roberto Sanchez,10.7220
010000,010400,010409,AMAZONAS,LUYA,LUYA,100,12,12,2387,2194,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,993,45.26,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1201,54.74,Roberto Sanchez,9.4800
010000,010400,010410,AMAZONAS,LUYA,LUYA VIEJO,100,2,2,285,265,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,108,40.755,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,157,59.245,Roberto Sanchez,18.4900
010000,010400,010411,AMAZONAS,LUYA,MARÍA,100,3,3,564,524,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,222,42.366,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,302,57.634,Roberto Sanchez,15.2680
010000,010400,010412,AMAZONAS,LUYA,OCALLI,100,11,11,1953,1817,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,715,39.351,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1102,60.649,Roberto Sanchez,21.2980
010000,010400,010413,AMAZONAS,LUYA,OCUMAL,100,11,11,1914,1741,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,926,53.188,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,815,46.812,Keiko Fujimori,6.3760
010000,010400,010414,AMAZONAS,LUYA,PISUQUIA,100,18,18,1739,1606,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,764,47.572,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,842,52.428,Roberto Sanchez,4.8560
010000,010400,010423,AMAZONAS,LUYA,PROVIDENCIA,100,5,5,696,649,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,135,20.801,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,514,79.199,Roberto Sanchez,58.3980
010000,010400,010415,AMAZONAS,LUYA,SAN CRISTÓBAL,100,3,3,430,405,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,170,41.975,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,235,58.025,Roberto Sanchez,16.0500
010000,010400,010416,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,100,3,3,392,360,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,170,47.222,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,190,52.778,Roberto Sanchez,5.5560
010000,010400,010417,AMAZONAS,LUYA,SAN JERÓNIMO,100,4,4,672,625,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,322,51.52,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,303,48.48,Keiko Fujimori,3.0400
010000,010400,010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,100,2,2,296,282,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,138,48.936,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,144,51.064,Roberto Sanchez,2.1280
010000,010400,010419,AMAZONAS,LUYA,SANTA CATALINA,100,7,7,1044,996,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,415,41.667,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,581,58.333,Roberto Sanchez,16.6660
010000,010400,010420,AMAZONAS,LUYA,SANTO TOMÁS,100,12,12,1575,1478,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,674,45.602,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,804,54.398,Roberto Sanchez,8.7960
010000,010400,010421,AMAZONAS,LUYA,TINGO,100,5,5,977,923,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,469,50.813,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,454,49.187,Keiko Fujimori,1.6260
010000,010400,010422,AMAZONAS,LUYA,TRITA,100,4,4,855,818,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,244,29.829,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,574,70.171,Roberto Sanchez,40.3420
010000,010500,010503,AMAZONAS,RODRÍGUEZ DE MENDOZA,CHIRIMOTO,100,8,8,1007,938,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,398,42.431,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,540,57.569,Roberto Sanchez,15.1380
010000,010500,010502,AMAZONAS,RODRÍGUEZ DE MENDOZA,COCHAMAL,100,3,3,533,493,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,191,38.742,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,302,61.258,Roberto Sanchez,22.5160
010000,010500,010504,AMAZONAS,RODRÍGUEZ DE MENDOZA,HUAMBO,100,10,10,1715,1580,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,946,59.873,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,634,40.127,Keiko Fujimori,19.7460
010000,010500,010505,AMAZONAS,RODRÍGUEZ DE MENDOZA,LIMABAMBA,100,6,6,880,819,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,340,41.514,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,479,58.486,Roberto Sanchez,16.9720
010000,010500,010506,AMAZONAS,RODRÍGUEZ DE MENDOZA,LONGAR,100,6,6,1065,998,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,483,48.397,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,515,51.603,Roberto Sanchez,3.2060
010000,010500,010508,AMAZONAS,RODRÍGUEZ DE MENDOZA,MARISCAL BENAVIDES,100,6,6,1175,1091,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,621,56.92,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,470,43.08,Keiko Fujimori,13.8400
010000,010500,010507,AMAZONAS,RODRÍGUEZ DE MENDOZA,MILPUCC,100,3,3,365,343,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,164,47.813,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,179,52.187,Roberto Sanchez,4.3740
010000,010500,010509,AMAZONAS,RODRÍGUEZ DE MENDOZA,OMIA,100,29,29,4039,3750,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1431,38.16,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2319,61.84,Roberto Sanchez,23.6800
010000,010500,010501,AMAZONAS,RODRÍGUEZ DE MENDOZA,SAN NICOLÁS,100,15,15,2807,2566,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1323,51.559,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1243,48.441,Keiko Fujimori,3.1180
010000,010500,010510,AMAZONAS,RODRÍGUEZ DE MENDOZA,SANTA ROSA,100,3,3,425,393,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,215,54.707,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,178,45.293,Keiko Fujimori,9.4140
010000,010500,010511,AMAZONAS,RODRÍGUEZ DE MENDOZA,TOTORA,100,2,2,266,259,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,147,56.757,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,112,43.243,Keiko Fujimori,13.5140
010000,010500,010512,AMAZONAS,RODRÍGUEZ DE MENDOZA,VISTA ALEGRE,100,11,11,1383,1301,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,405,31.13,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,896,68.87,Roberto Sanchez,37.7400
010000,010700,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,100,152,152,28911,27071,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,10037,37.077,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,17034,62.923,Roberto Sanchez,25.8460
010000,010700,010702,AMAZONAS,UTCUBAMBA,CAJARURO,100,77,77,13553,12746,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,3929,30.825,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,8817,69.175,Roberto Sanchez,38.3500
010000,010700,010703,AMAZONAS,UTCUBAMBA,CUMBA,100,27,27,4657,4419,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1690,38.244,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2729,61.756,Roberto Sanchez,23.5120
010000,010700,010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,100,19,19,3622,3409,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1437,42.153,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1972,57.847,Roberto Sanchez,15.6940
010000,010700,010705,AMAZONAS,UTCUBAMBA,JAMALCA,100,22,22,3924,3769,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1027,27.249,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2742,72.751,Roberto Sanchez,45.5020
010000,010700,010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,100,29,29,5537,5231,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,2000,38.234,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,3231,61.766,Roberto Sanchez,23.5320
010000,010700,010707,AMAZONAS,UTCUBAMBA,YAMON,100,13,13,1922,1817,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,637,35.058,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1180,64.942,Roberto Sanchez,29.8840
020000,020200,020201,ÁNCASH,AIJA,AIJA,100,6,6,1202,1142,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,414,36.252,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,728,63.748,Roberto Sanchez,27.4960
020000,020200,020203,ÁNCASH,AIJA,CORIS,100,6,6,944,887,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,395,44.532,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,492,55.468,Roberto Sanchez,10.9360
020000,020200,020205,ÁNCASH,AIJA,HUACLLAN,100,2,2,327,316,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,100,31.646,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,216,68.354,Roberto Sanchez,36.7080
020000,020200,020206,ÁNCASH,AIJA,LA MERCED,100,9,9,1373,1302,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,582,44.7,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,720,55.3,Roberto Sanchez,10.6000
020000,020200,020208,ÁNCASH,AIJA,SUCCHA,100,3,3,454,433,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,189,43.649,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,244,56.351,Roberto Sanchez,12.7020
020000,021600,021602,ÁNCASH,ANTONIO RAIMONDI,ACZO,100,6,6,834,782,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,171,21.867,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,611,78.133,Roberto Sanchez,56.2660
